"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","entrez"
"ENSG00000163933",247.47963320693,-0.762394353536071,0.116593836460823,-6.53889070536115,6.19767941101682e-11,2.72092341851552e-10,"RFT1","RFT1 homolog","91869"
"ENSG00000163932",248.677176306165,-0.315363322430861,0.118142787608493,-2.66934045500878,0.00760003704026994,0.0152746960179324,"PRKCD","protein kinase C delta","5580"
"ENSG00000163931",5028.2333907426,-0.180406642585016,0.0414760709749422,-4.34965603887622,1.36351232560408e-05,3.8861815228685e-05,"TKT","transketolase","7086"
"ENSG00000272886",595.709298536438,1.19457764351065,0.0869275579415177,13.7422202095488,5.67096744614887e-43,8.33287320252663e-42,"DCP1A","decapping mRNA 1A","55802"
"ENSG00000157388",0.303115746334759,-0.175813779236036,3.10012819447425,-0.0567117771288977,0.954774792323822,NA,"CACNA1D","calcium voltage-gated channel subunit alpha1 D","776"
"ENSG00000016391",3.88072840449186,0.563711779708143,0.895367875627915,0.629586782207053,0.528964973750535,0.639426327356904,"CHDH","choline dehydrogenase","55349"
"ENSG00000056736",32.5325245252866,-0.0693951463241199,0.322803307197585,-0.214976565533276,0.829785589403184,0.884648438702555,"IL17RB","interleukin 17 receptor B","55540"
"ENSG00000113812",441.310285239651,-0.334824651547468,0.0903701232863003,-3.70503701191947,0.000211359867693943,0.000528507249757946,"ACTR8","actin related protein 8","93973"
"ENSG00000113811",374.61840512914,0.396242768632089,0.10157773783181,3.90088199530667,9.58428636983784e-05,0.000249211736977188,"SELENOK","selenoprotein K","58515"
"ENSG00000157445",32.8756981130378,1.38952696920923,0.332446297313274,4.17970355043491,2.91889352213271e-05,8.01988305913345e-05,"CACNA2D3","calcium voltage-gated channel auxiliary subunit alpha2delta 3","55799"
"ENSG00000114251",13806.3430489876,0.758770080940357,0.0358867945172444,21.143434267325,3.17139827231678e-99,1.38284224075162e-97,"WNT5A","Wnt family member 5A","7474"
"ENSG00000187672",2.91788002989854,0.782045011774359,1.04702250731555,0.746922827647171,0.455110145631702,0.569534968694916,"ERC2","ELKS/RAB6-interacting/CAST family member 2","26059"
"ENSG00000180376",98.1369239168588,0.141562550316233,0.190254049068157,0.744071156485712,0.456833427971089,0.571155579108019,"CCDC66","coiled-coil domain containing 66","285331"
"ENSG00000163946",834.605841420645,-0.174155540651849,0.0694235601293574,-2.50859420530068,0.0121212642355729,0.0235708130761147,"TASOR","transcription activation suppressor","23272"
"ENSG00000163947",172.583634530868,0.582723246474584,0.137875753531793,4.22643743767619,2.37420241477299e-05,6.5970956238545e-05,"ARHGEF3","Rho guanine nucleotide exchange factor 3","50650"
"ENSG00000186451",0.177436594104331,0.785955538541566,4.05983006390921,0.193593211087454,0.846494414395661,NA,"SPATA12","spermatogenesis associated 12","353324"
"ENSG00000144730",111.680446294363,-0.742427153867925,0.179306841542434,-4.14054002335557,3.46489144429204e-05,9.44783905753489e-05,"IL17RD","interleukin 17 receptor D","54756"
"ENSG00000163666",2.22678374631594,2.26872060913979,1.44565151342185,1.56934128873821,0.116568436453262,0.181758952226849,"HESX1","HESX homeobox 1","8820"
"ENSG00000157500",544.308322233361,-0.820524231318969,0.0846612340242319,-9.69185295697576,3.26549608066679e-22,2.52105192440372e-21,"APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1","26060"
"ENSG00000239388",2.96394726379509,0.324769406534428,1.01938653770137,0.318592991493449,0.750035168700513,0.824004347097142,"ASB14","ankyrin repeat and SOCS box containing 14","142686"
"ENSG00000174844",0.612139434262387,1.21869335271122,2.28658436906985,0.532975458590652,0.594050568737532,0.697618906936554,"DNAH12","dynein axonemal heavy chain 12","201625"
"ENSG00000174840",575.851682569472,-0.30899403419832,0.0796467805400126,-3.87955460476007,0.000104647907810889,0.000270579099178401,"PDE12","phosphodiesterase 12","201626"
"ENSG00000168374",9056.55303259509,0.065973599634286,0.0418387558929164,1.57685376217068,0.114829177791222,0.179559938704195,"ARF4","ADP ribosylation factor 4","378"
"ENSG00000174839",283.331998459571,0.962672696212442,0.117605798568555,8.18558870336039,2.70975707737921e-16,1.58540689981798e-15,"DENND6A","DENN domain containing 6A","201627"
"ENSG00000163681",1097.53343060411,0.228626872975954,0.0612206600967489,3.73447252307715,0.000188109026027104,0.000473782983739181,"SLMAP","sarcolemma associated protein","7871"
"ENSG00000136068",3796.1265394147,-1.64979200672636,0.0439354370533342,-37.550372031662,0,0,"FLNB","filamin B","2317"
"ENSG00000163686",130.147839502082,-0.0100508251557749,0.171896786102532,-0.0584701167698378,0.953374165120983,0.96815116932068,"ABHD6","abhydrolase domain containing 6","57406"
"ENSG00000163684",239.567253788036,0.0229641045069372,0.118107945601021,0.194433188978767,0.845836704708005,0.895434483511694,"RPP14","ribonuclease P/MRP subunit p14","11102"
"ENSG00000255154",0.425665438264405,-0.877991573781466,2.75924829940556,-0.318199552381935,0.75033357228147,NA,"HTD2","hydroxyacyl-thioester dehydratase type 2","109703458"
"ENSG00000168297",475.702369039029,-0.245379573516454,0.0910728805449799,-2.69432098829095,0.00705322027593901,0.0142632217929184,"PXK","PX domain containing serine/threonine kinase like","54899"
"ENSG00000168291",836.437125422147,-0.33415332567839,0.0702546987329553,-4.75631284034877,1.97160856863144e-06,6.12124859584794e-06,"PDHB","pyruvate dehydrogenase E1 beta subunit","5162"
"ENSG00000168301",71.0848363249022,-0.483215690755281,0.21509336303348,-2.24653928852313,0.0246694859421198,0.0450810767284515,"KCTD6","potassium channel tetramerization domain containing 6","200845"
"ENSG00000168306",54.1184165522606,-2.34721822816402,0.277775010258019,-8.45006981003705,2.91128692369914e-17,1.77080258693677e-16,"ACOX2","acyl-CoA oxidase 2","8309"
"ENSG00000168309",0.340502107110726,-0.175813406895525,2.98319878060997,-0.0589345262669946,0.953004257849314,NA,"FAM107A","family with sequence similarity 107 member A","11170"
"ENSG00000163689",26.7846086448771,-0.968762944383209,0.35713694341482,-2.71258116038131,0.00667614304854633,0.0135530488918981,"C3orf67","chromosome 3 open reading frame 67","200844"
"ENSG00000189283",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.894686458850016,"FHIT","fragile histidine triad diadenosine triphosphatase","2272"
"ENSG00000144724",1673.79923346359,0.84047473930599,0.0539593129688244,15.5760830348523,1.05845000815779e-54,2.01283048002962e-53,"PTPRG","protein tyrosine phosphatase receptor type G","5793"
"ENSG00000114405",66.021807338037,-0.301004383006981,0.224760293107552,-1.33922401882144,0.180497755437596,0.266363864988415,"C3orf14","chromosome 3 open reading frame 14","57415"
"ENSG00000163618",0.962139468455124,3.29215749976308,1.92883802073735,1.70680869226362,0.0878576162836189,0.14169900949748,"CADPS","calcium dependent secretion activator","8618"
"ENSG00000163632",2.1069683998303,-1.70777801747498,1.3409959642033,-1.27351465855424,0.202835474311415,0.29428590161545,"C3orf49","chromosome 3 open reading frame 49","132200"
"ENSG00000163634",554.161089133083,-0.20118661707919,0.0853835351228191,-2.35626947033517,0.0184595213568018,0.0346369858468773,"THOC7","THO complex 7","80145"
"ENSG00000163635",336.627133873304,0.259319598125202,0.101661503996681,2.55081410298307,0.0107471632838001,0.021099199743792,"ATXN7","ataxin 7","6314"
"ENSG00000163636",1252.23583229873,0.144545928428678,0.0603049048768491,2.39691827263239,0.0165336110004329,0.0313002387828362,"PSMD6","proteasome 26S subunit, non-ATPase 6","9861"
"ENSG00000163637",355.820287183853,0.307231206432141,0.0994481921170583,3.08935939298429,0.0020058862894666,0.0044189465073481,"PRICKLE2","prickle planar cell polarity protein 2","166336"
"ENSG00000163638",107.886502770795,1.96791139090579,0.192524823491407,10.221598208574,1.58702426113252e-24,1.33122160276443e-23,"ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9","56999"
"ENSG00000151276",675.398208992231,-0.339721970246204,0.0819162809431135,-4.14718498368015,3.36588109705859e-05,9.19146852111348e-05,"MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1","9223"
"ENSG00000144741",152.602558452925,0.6320597760554,0.148288452263574,4.26236680204841,2.02273067045726e-05,5.6578107081418e-05,"SLC25A26","solute carrier family 25 member 26","115286"
"ENSG00000144749",1207.77170685364,-0.71258046321928,0.0600139315056039,-11.873584105263,1.62359730459787e-32,1.75429450697679e-31,"LRIG1","leucine rich repeats and immunoglobulin like domains 1","26018"
"ENSG00000163376",130.437723710582,1.59508960600366,0.172694150440326,9.23650049487253,2.54690860260274e-20,1.79085586761256e-19,"KBTBD8","kelch repeat and BTB domain containing 8","84541"
"ENSG00000172340",806.137292590376,-0.185880662980072,0.0784485552009554,-2.36945935465499,0.0178141129993409,0.0335305743785805,"SUCLG2","succinate-CoA ligase GDP-forming beta subunit","8801"
"ENSG00000163377",0.364619496240509,-2.07189165280481,3.07359166911686,-0.674094634503004,0.500251150479487,NA,"TAFA4","TAFA chemokine like family member 4","151647"
"ENSG00000163378",395.808856506343,-1.45345707823443,0.103678870170019,-14.0188360063238,1.19559529806169e-44,1.81469449050806e-43,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase","285203"
"ENSG00000144747",1231.62435754154,0.281241584287162,0.0588803008446727,4.77649706697461,1.78375153862862e-06,5.56633796324701e-06,"TMF1","TATA element modulatory factor 1","7110"
"ENSG00000144744",734.320514066764,0.0297131099661231,0.0742643032306066,0.400099491593659,0.689083238671282,0.776430334215393,"UBA3","ubiquitin like modifier activating enzyme 3","9039"
"ENSG00000144746",1834.29062923921,-0.568513404989536,0.0535197407734817,-10.6224992268876,2.34205277658031e-26,2.07061630601323e-25,"ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","10550"
"ENSG00000163380",0.294011022566302,1.61415179810886,3.081337706403,0.523847741438618,0.600384444673341,NA,"LMOD3","leiomodin 3","56203"
"ENSG00000114541",5.65597082223464,-1.83877699219723,0.808476924256732,-2.27437164503823,0.0229436508014664,0.0421625343531187,"FRMD4B","FERM domain containing 4B","23150"
"ENSG00000187098",254.45564749691,-0.641930730442826,0.118678761143715,-5.40897734570616,6.33856463092109e-08,2.24292354214922e-07,"MITF","melanocyte inducing transcription factor","4286"
"ENSG00000114861",1469.14763488544,-0.122790088935057,0.0625938142713357,-1.96169686037631,0.0497977875917501,0.0854289132263081,"FOXP1","forkhead box P1","27086"
"ENSG00000163412",60.752118376304,-0.109327883656966,0.241912862862688,-0.45193084139152,0.651318805345577,0.745621916512592,"EIF4E3","eukaryotic translation initiation factor 4E family member 3","317649"
"ENSG00000170837",0.598870462616203,-0.227722233739302,2.32738655407996,-0.0978446117341789,0.922055682272074,0.947382643985348,"GPR27","G protein-coupled receptor 27","2850"
"ENSG00000163602",698.341182141747,0.321083046244129,0.0755690934782523,4.2488672480441,2.14854189260585e-05,5.98925863688765e-05,"RYBP","RING1 and YY1 binding protein","23429"
"ENSG00000144736",273.973060734124,-0.876412057637246,0.130315603458482,-6.72530406473136,1.75226137751209e-11,8.01018243851523e-11,"SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor","55164"
"ENSG00000172986",138.244793992072,-1.46628916852119,0.162614371106278,-9.01697161539851,1.93360497176894e-19,1.30184879277892e-18,"GXYLT2","glucoside xylosyltransferase 2","727936"
"ENSG00000163605",1107.31302656419,-0.056170185340931,0.0625309933322171,-0.89827751563945,0.369037616486096,0.482298163675807,"PPP4R2","protein phosphatase 4 regulatory subunit 2","151987"
"ENSG00000255423",10.6402272531114,-0.493324057501494,0.544937789547608,-0.905285093021421,0.365314371666281,0.478365456207699,"EBLN2","endogenous Bornavirus like nucleoprotein 2","55096"
"ENSG00000121440",230.768649665112,-0.592528874996654,0.123272241641426,-4.80666910171231,1.53465681554496e-06,4.82976129564415e-06,"PDZRN3","PDZ domain containing ring finger 3","23024"
"ENSG00000113805",242.554312757506,-0.146891649808485,0.122402403840671,-1.20007160970214,0.230111530427224,0.326377031607778,"CNTN3","contactin 3","5067"
"ENSG00000172969",0.359746342224585,-0.175813243892764,2.93054158114365,-0.059993430915303,0.952160866638093,NA,"FRG2C","FSHD region gene 2 family member C","100288801"
"ENSG00000227124",66.4061812363324,0.299599570832681,0.225423757433585,1.32905055901639,0.183831290120038,0.270713984191558,"ZNF717","zinc finger protein 717","100131827"
"ENSG00000185008",383.50374999592,0.291222333729531,0.0969898471838908,3.00260637773127,0.00267678403166089,0.00579301660185288,"ROBO2","roundabout guidance receptor 2","6092"
"ENSG00000169855",2399.22245309467,0.709873274586415,0.0485928500023363,14.6085951853469,2.47570268832128e-48,4.10426391681429e-47,"ROBO1","roundabout guidance receptor 1","6091"
"ENSG00000114480",1348.01214824629,-0.351286586436416,0.0569456011659464,-6.16880986843434,6.88059026697658e-10,2.81761987648516e-09,"GBE1","1,4-alpha-glucan branching enzyme 1","2632"
"ENSG00000175161",0.865023698822875,0.236230106448092,2.02573931285649,0.116614267664571,0.907165730908751,0.937903089591944,"CADM2","cell adhesion molecule 2","253559"
"ENSG00000206538",1272.58071138268,-1.63652025659166,0.067923877062538,-24.0934458892107,2.92817095343564e-128,1.9796047482447e-126,"VGLL3","vestigial like family member 3","389136"
"ENSG00000083937",465.828729382211,-0.458557181280244,0.0898046850800071,-5.10616100787742,3.287695896712e-07,1.10022847696961e-06,"CHMP2B","charged multivesicular body protein 2B","25978"
"ENSG00000064835",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"POU1F1","POU class 1 homeobox 1","5449"
"ENSG00000163320",1559.43247198266,0.270671154050619,0.057936406581652,4.67186644841619,2.98475014829008e-06,9.14347280929104e-06,"CGGBP1","CGG triplet repeat binding protein 1","8545"
"ENSG00000175105",336.39899495917,0.56827141269776,0.101281847226788,5.61079234095426,2.01402326568939e-08,7.4280968192518e-08,"ZNF654","zinc finger protein 654","55279"
"ENSG00000179021",263.042476370565,-0.537990284219332,0.11263296902579,-4.7764903018418,1.78381152126582e-06,5.56633796324701e-06,"C3orf38","chromosome 3 open reading frame 38","285237"
"ENSG00000044524",3.9318647308226,-2.86752640573709,1.11380287707735,-2.57453671987413,0.0100374431435523,0.0197981580633932,"EPHA3","EPH receptor A3","2042"
"ENSG00000184500",334.322827035299,1.14161138479262,0.118273203553157,9.65232487576553,4.80537264178414e-22,3.69439655683957e-21,"PROS1","protein S","5627"
"ENSG00000169379",201.027274495693,0.940601713030915,0.132447201597293,7.10171073218161,1.23221937916071e-12,5.99948768089544e-12,"ARL13B","ADP ribosylation factor like GTPase 13B","200894"
"ENSG00000178700",133.602144089746,0.71754942518001,0.163650888806895,4.38463506316,1.16180381343977e-05,3.33970442802327e-05,"DHFR2","dihydrofolate reductase 2","200895"
"ENSG00000178694",130.543682365672,0.784091499181863,0.173687804237838,4.51437280022362,6.35044231918617e-06,1.8782424021707e-05,"NSUN3","NOP2/Sun RNA methyltransferase 3","63899"
"ENSG00000269028",65.5333180140246,0.0505553295050767,0.220271292088451,0.229513928146279,0.818469496434365,0.875624523696986,"MTRNR2L2","MT-RNR2 like 2","100462981"
"ENSG00000113966",101.280596236628,0.355535072932482,0.19022859923758,1.86898854513694,0.0616244080719095,0.103368508297516,"ARL6","ADP ribosylation factor like GTPase 6","84100"
"ENSG00000080200",484.475336528961,-0.0683485165946252,0.0891728123812056,-0.766472591471508,0.443395154266378,0.558468112702182,"CRYBG3","crystallin beta-gamma domain containing 3","131544"
"ENSG00000170854",306.048237477458,-0.76198082395644,0.110789297322457,-6.87774760172605,6.08062784440318e-12,2.84496168796235e-11,"RIOX2","ribosomal oxygenase 2","84864"
"ENSG00000080822",698.073951581232,1.00744797733771,0.0761497044391754,13.2298343737159,5.9017278896078e-40,7.95060929040583e-39,"CLDND1","claudin domain containing 1","56650"
"ENSG00000080819",516.650740736595,0.384367670081869,0.0860532817631283,4.4666241915083,7.9463540464162e-06,2.32829753352052e-05,"CPOX","coproporphyrinogen oxidase","1371"
"ENSG00000064225",37.3610532591639,0.214091078578715,0.288892945521675,0.741074096468899,0.458648514680638,0.572522989527267,"ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6","10402"
"ENSG00000057019",18480.1989234822,-0.0945927356927986,0.0337640223424439,-2.80158373115067,0.00508524428473198,0.0105454242673955,"DCBLD2","discoidin, CUB and LCCL domain containing 2","131566"
"ENSG00000144810",5106.46002111017,0.508382258356751,0.0415247495156164,12.2428735702683,1.83421627347291e-34,2.11688954099011e-33,"COL8A1","collagen type VIII alpha 1 chain","1295"
"ENSG00000184220",182.993038255719,-1.08995679693181,0.138233033358398,-7.88492280355206,3.14730019200508e-15,1.75302003891802e-14,"CMSS1","cms1 ribosomal small subunit homolog","84319"
"ENSG00000168386",2076.02497253608,1.33597624628526,0.0718182970687985,18.602171045708,3.08554856216132e-77,9.11318932046765e-76,"FILIP1L","filamin A interacting protein 1 like","11259"
"ENSG00000235156",0.207974888783441,-1.13759906922418,3.8129456717024,-0.298351764533867,0.765434699784071,NA,"TMEM30CP","transmembrane protein 30C, pseudogene","644444"
"ENSG00000036054",1168.84815967428,0.137488603745394,0.0608823590842285,2.25826669356199,0.0239290374559092,0.043820347170128,"TBC1D23","TBC1 domain family member 23","55773"
"ENSG00000114021",311.757624487968,-0.246458229326816,0.113647965697933,-2.16861100692187,0.030112228819762,0.0540092525673181,"NIT2","nitrilase family member 2","56954"
"ENSG00000154174",1377.85918604475,-0.466947136309841,0.0581927491321623,-8.02414636313798,1.02234351621362e-15,5.83099796515338e-15,"TOMM70","translocase of outer mitochondrial membrane 70","9868"
"ENSG00000206535",21.1158227526219,-1.19670797455192,0.407014808677301,-2.94020745446814,0.00327992563793968,0.00701182826399116,"LNP1","leukemia NUP98 fusion partner 1","348801"
"ENSG00000181458",380.776995049562,-0.489483948142857,0.101851794390607,-4.80584511123741,1.54099168898095e-06,4.84854043999784e-06,"TMEM45A","transmembrane protein 45A","55076"
"ENSG00000114354",2173.63212213883,-0.435394090315836,0.0506948294213229,-8.58853053232099,8.8088663978529e-18,5.51274195208306e-17,"TFG","trafficking from ER to golgi regulator","10342"
"ENSG00000154175",52.4389092152485,-0.749025140719868,0.244398007316391,-3.06477597319441,0.00217833099065943,0.00477803758696397,"ABI3BP","ABI family member 3 binding protein","25890"
"ENSG00000081148",11.4388069507968,0.788897655359009,0.532857651610907,1.48050356971333,0.138738908782926,0.211999381818845,"IMPG2","interphotoreceptor matrix proteoglycan 2","50939"
"ENSG00000138468",166.209696182775,0.0121337410292148,0.147613962298937,0.0821991418714336,0.934488355825244,0.955626518744966,"SENP7","SUMO specific peptidase 7","57337"
"ENSG00000174173",397.424844482429,0.501255677597275,0.0965894789904472,5.18954737965663,2.10805862032723e-07,7.16526013523587e-07,"TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit","54931"
"ENSG00000081154",1989.50259201251,0.058449634475735,0.0547443103810097,1.06768418615445,0.28566299415892,0.390077013611986,"PCNP","PEST proteolytic signal containing nuclear protein","57092"
"ENSG00000066422",460.908990622341,0.0597117629202988,0.0869779509309933,0.686516091505455,0.492387720613199,0.604784584248465,"ZBTB11","zinc finger and BTB domain containing 11","27107"
"ENSG00000114391",4340.09924376709,-0.269674858988135,0.0447045545365804,-6.03237996181055,1.61562348479856e-09,6.44064347280531e-09,"RPL24","ribosomal protein L24","6152"
"ENSG00000182504",266.787355251298,0.31445578660512,0.11189904249242,2.81017406048333,0.00495147133684317,0.0102868977687577,"CEP97","centrosomal protein 97","79598"
"ENSG00000144815",996.653273288525,-0.588359964798418,0.0660552709486527,-8.90708578359739,5.23915183134078e-19,3.45788713346621e-18,"NXPE3","neurexophilin and PC-esterase domain family member 3","91775"
"ENSG00000144802",658.553111265357,1.94416698234105,0.0961193168453702,20.2266000856902,5.71073926394086e-91,2.1636214722869e-89,"NFKBIZ","NFKB inhibitor zeta","64332"
"ENSG00000170044",7.94666810517515,-0.638204486726449,0.621760320594207,-1.02644775741965,0.304680576806785,0.411272870205362,"ZPLD1","zona pellucida like domain containing 1","131368"
"ENSG00000170017",5496.29709942867,-1.21291838805345,0.0507353267391967,-23.9067818423329,2.60365719473328e-126,1.71306695249906e-124,"ALCAM","activated leukocyte cell adhesion molecule","214"
"ENSG00000114423",587.028246816178,1.34542124006113,0.0990688326107863,13.5806711818934,5.21463845748063e-42,7.49057910198339e-41,"CBLB","Cbl proto-oncogene B","868"
"ENSG00000138483",0.667735242575268,-1.61789625787619,2.23423152667207,-0.724139928454986,0.468979833576249,0.582898369678398,"CCDC54","coiled-coil domain containing 54","84692"
"ENSG00000114439",1032.75203493786,-0.600922376121303,0.074986962676871,-8.01369137606972,1.11315833837036e-15,6.33425775710515e-15,"BBX","BBX high mobility group box domain containing","56987"
"ENSG00000196776",1667.43042496997,-0.529583738338748,0.0569488888122407,-9.2992813272402,1.41398170552269e-20,1.00575590617729e-19,"CD47","CD47 molecule","961"
"ENSG00000114446",617.075855052531,-0.165596017911413,0.0798421345859988,-2.07404296954321,0.0380753203554587,0.0669076036006617,"IFT57","intraflagellar transport 57","55081"
"ENSG00000144821",12.7124666863379,-2.26563778968577,0.571561663670612,-3.96394288436994,7.37218980966293e-05,0.000194193625406278,"MYH15","myosin heavy chain 15","22989"
"ENSG00000163507",227.058322893011,-2.08827295427786,0.140355799257788,-14.8784230172234,4.55100484249924e-50,7.84476132967881e-49,"CIP2A","cell proliferation regulating inhibitor of protein phosphatase 2A","57650"
"ENSG00000280684",0.340502107110726,-0.175813406895525,2.98319878060997,-0.0589345262669946,0.953004257849314,NA,NA,NA,NA
"ENSG00000198919",222.081674612156,-0.348403476554197,0.137585394313948,-2.53227080019261,0.0113326431611301,0.0221600762781924,"DZIP3","DAZ interacting zinc finger protein 3","9666"
"ENSG00000163530",0.207974888783441,-1.13759906922418,3.8129456717024,-0.298351764533867,0.765434699784071,NA,"DPPA2","developmental pluripotency associated 2","151871"
"ENSG00000121570",2.11536752736021,-0.200303144175003,1.31530991799731,-0.15228589204283,0.878961451658295,0.91767102291442,"DPPA4","developmental pluripotency associated 4","55211"
"ENSG00000177707",1729.79364294865,-1.27297106766519,0.0622733629320516,-20.4416624978832,7.12696426212177e-93,2.7787618861151e-91,"NECTIN3","nectin cell adhesion molecule 3","25945"
"ENSG00000153283",3.3384156661263,0.37832257126525,1.05030858489561,0.360201351018047,0.718696564460104,0.80043451726842,"CD96","CD96 molecule","10225"
"ENSG00000177494",3.67453116289406,-2.22988819957859,1.05669869635293,-2.1102403242048,0.0348376608371048,0.0617334910926116,"ZBED2","zinc finger BED-type containing 2","79413"
"ENSG00000240891",7.60291405605076,-1.57487584126497,0.696347727688145,-2.26162271900206,0.023720723116685,0.0434766841554165,"PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2","257068"
"ENSG00000144824",400.49252359746,-1.35030536048816,0.118025661844194,-11.4407777036718,2.61530577185726e-30,2.62028392016535e-29,"PHLDB2","pleckstrin homology like domain family B member 2","90102"
"ENSG00000144827",340.569708413733,-0.986395567096724,0.104547615947484,-9.43489297347735,3.91393615458057e-21,2.8641306378455e-20,"ABHD10","abhydrolase domain containing 10","55347"
"ENSG00000144834",24.5041212370214,-1.66335082156259,0.38674645079775,-4.30088192957314,1.70119690112459e-05,4.79943337074544e-05,"TAGLN3","transgelin 3","29114"
"ENSG00000176040",0.327233135464542,-1.95040699434638,2.9704501334286,-0.656603176871094,0.511436105640261,NA,"TMPRSS7","transmembrane serine protease 7","344805"
"ENSG00000114529",94.8366514034932,-0.34710949062019,0.19160341696074,-1.81160386451414,0.070047427395685,0.116047547769515,"C3orf52","chromosome 3 open reading frame 52","79669"
"ENSG00000174500",10.2109411820235,-0.33013535043553,0.560613932314852,-0.588881815819945,0.555940556884405,0.663007924207992,"GCSAM","germinal center associated signaling and motility","257144"
"ENSG00000172139",0.66615353380789,-0.168849708511663,2.15784496225208,-0.0782492308138023,0.937629801509714,0.957178639236003,"SLC9C1","solute carrier family 9 member C1","285335"
"ENSG00000091972",6.81235700158874,-0.356447915959734,0.712963516054,-0.499952533241177,0.617108500648493,0.716871213254315,"CD200","CD200 molecule","4345"
"ENSG00000186265",0.951768738743932,-1.2310120125103,1.87361541154005,-0.657024918202637,0.511164894274512,0.622607290232872,"BTLA","B and T lymphocyte associated","151888"
"ENSG00000144848",578.214534886045,-0.175643975737549,0.0822088606931186,-2.1365577172176,0.0326339818023812,0.0581571491902653,"ATG3","autophagy related 3","64422"
"ENSG00000138459",458.414460508441,-0.00818340666614343,0.0920382070557192,-0.0889131473540033,0.929150934859634,0.952017969824895,"SLC35A5","solute carrier family 35 member A5","55032"
"ENSG00000091986",10223.0499954841,-1.04581001628365,0.116015957307483,-9.01436354579985,1.98016896364556e-19,1.33259041946156e-18,"CCDC80","coiled-coil domain containing 80","151887"
"ENSG00000206531",0.327233135464542,-1.95040699434638,2.9704501334286,-0.656603176871094,0.511436105640261,NA,"CD200R1L","CD200 receptor 1 like","344807"
"ENSG00000163606",0.340502107110726,-0.175813406895525,2.98319878060997,-0.0589345262669946,0.953004257849314,NA,"CD200R1","CD200 receptor 1","131450"
"ENSG00000163607",133.448419820879,-1.27194121847442,0.161077927580152,-7.8964339657369,2.86996197516322e-15,1.60157135895326e-14,"GTPBP8","GTP binding protein 8 (putative)","29083"
"ENSG00000163608",539.064014632628,0.126145327712243,0.086157995765396,1.46411632015827,0.143162168832647,0.217922334667997,"NEPRO","nucleolus and neural progenitor protein","25871"
"ENSG00000144857",224.14914368123,0.452686359494848,0.124209744227385,3.64453177414274,0.000267879041033856,0.000662194113847193,"BOC","BOC cell adhesion associated, oncogene regulated","91653"
"ENSG00000206530",65.0291341974168,1.2367754654427,0.241987863225305,5.11089874078184,3.2062981359991e-07,1.0742082729792e-06,"CFAP44","cilia and flagella associated protein 44","55779"
"ENSG00000163611",157.883387152281,0.385349648614586,0.149061871360102,2.58516577779749,0.00973321865434638,0.0192289780868307,"SPICE1","spindle and centriole associated protein 1","152185"
"ENSG00000072858",0.597126768901061,1.26871891435474,2.30251700898217,0.551013916251405,0.581624134869301,0.686802059106142,"SIDT1","SID1 transmembrane family member 1","54847"
"ENSG00000176542",276.591530442818,0.0672143773678578,0.111170693668489,0.604605181004725,0.545441363354948,0.654298780166468,"USF3","upstream transcription factor family member 3","205717"
"ENSG00000121579",2861.90336019493,0.0928426868548293,0.0501971003390068,1.84956274820288,0.0643765960770562,0.10735242941587,"NAA50","N(alpha)-acetyltransferase 50, NatE catalytic subunit","80218"
"ENSG00000114573",1288.01911109514,-0.444999991625429,0.0577652640083935,-7.70359141024213,1.32294392097156e-14,7.14457585462763e-14,"ATP6V1A","ATPase H+ transporting V1 subunit A","523"
"ENSG00000178075",78.8339812729996,0.749694676862072,0.217527661042424,3.44643376970739,0.000568037782386089,0.00134529018749899,"GRAMD1C","GRAM domain containing 1C","54762"
"ENSG00000184307",25.6295220206693,0.714155786414246,0.373176008467625,1.91372373949437,0.0556554640951302,0.0944227270443225,"ZDHHC23","zinc finger DHHC-type containing 23","254887"
"ENSG00000163617",24.7492111157599,0.323280170262996,0.386138084015462,0.837213897425489,0.402472347100097,0.517143631347971,"CCDC191","coiled-coil domain containing 191","57577"
"ENSG00000151576",255.11347181912,-0.0884013242795184,0.117626303374026,-0.75154384473362,0.452325424348608,0.566868376194709,"QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2","79691"
"ENSG00000181722",25.9129541341468,0.69865094815765,0.361869593716367,1.93067049646965,0.0535238137268803,0.0911841367133004,"ZBTB20","zinc finger and BTB domain containing 20","26137"
"ENSG00000172020",32.6485954040346,1.92255738953156,0.344755423541566,5.57658345090477,2.45288271508132e-08,8.9681432535025e-08,"GAP43","growth associated protein 43","2596"
"ENSG00000185565",372.318347787532,0.284242830566204,0.099431256792013,2.85868689320476,0.00425398438591097,0.00892458674442077,"LSAMP","limbic system associated membrane protein","4045"
